CMIP6 Compound Name,CMIP7 Compound Name,Branded Variable Name,Link to Ranking,Min Rank in CMIP6 download statistics,Physical Parameter,Units (from Physical Parameter),CF Standard Name (from Physical Parameter),Title,Description,Spatial Shape,Extra dimensions,Coordinates,Type,Modelling Realm - Primary,Modelling Realm - Secondary,Dimensions,CMIP6 Table (legacy),CMIP6 Frequency (legacy),CMIP7 Frequency,Processing Note,Table Section (CMIP6),Positive Direction,Provenance,Temporal Shape,Cell Methods,Cell Measures,ESM-BCV 1.4,CMIP7 Variable Groups,Opportunity (from CMIP7 Variable Groups),Experiment Groups (from Opportunity),List of Experiments,Disambiguation,Temporal Sampling Rate,Horizontal Mesh,Vertical Dimension,Size,Conditional,Region,CF Standard Name (from Coordinates),Priority 3 (CMIP6),Priority 2 (CMIP6),Priority 1 (CMIP6),Variable Status,Physical Parameter Status,Flag - known issue,Branded Variable Name status,Flag - variable change since CMIP6,UID
AERmon.airmass,aerosol.airmass.tavg-al-hxy-u.mon.GLB,airmass_tavg-al-hxy-u,AERmon.airmass,315,airmass,kg m-2,atmosphere_mass_of_air_per_unit_area,Vertically Integrated Mass Content of Air in Layer,The mass of air in an atmospheric layer.,Global field on model atmosphere levels,,,real,aerosol,,"longitude, latitude, alevel, time",AERmon,mon,mon,,AERmon-3d,,AERmon ((isd.003)),time-intv,area: time: mean,area: areacella,,aerchemmip_3d_monthly,Understanding the role of atmospheric composition for air quality and climate change,"aerchemmip,deck,fast-track,historical,scenarios","1pctCO2,1pctCO2-bgc,1pctCO2-rad,abrupt-0p5CO2,abrupt-2xCO2,abrupt-4xCO2,abrupt-127k,amip,amip-p4k,amip-piForcing,dcppB-forecast-cmip6,esm-flat10,esm-flat10-cdr,esm-flat10-zec,esm-hist,esm-piControl,esm-scen7-h-Aer,esm-scen7-h-AQ,esm-scen7-hc,esm-scen7-lc,esm-scen7-lc-ext,esm-scen7-mc,esm-scen7-mc-ext,esm-scen7-vlho-Aer,esm-scen7-vlho-AQ,esm-scen7-vlhoc,esm-scen7-vlhoc-ext,esm-up2p0,g7-1p5K-sai,hist-aer,hist-GHG,hist-nat,hist-piAer,hist-piAQ,historical,land-hist,piClim-4xCO2,piClim-aer,piClim-anthro,piClim-CH4,piClim-control,piClim-histaer,piClim-histall,piClim-N2O,piClim-NOX,piClim-ODS,piClim-SO2,piControl,scen7-hc,scen7-lc,scen7-mc,scen7-mlc,scen7-vlhoc,scen7-vlloc",,120,68400,60,492.480,,GLB,,,,,CMIP6 CMOR variable,Existing physical parameter,,Accepted,,19bee89c-81b1-11e6-92de-ac72891c3257
Emon.albc,land.albc.tavg-u-hxy-veg.mon.GLB,albc_tavg-u-hxy-veg,,,albc,1,canopy_albedo,Canopy Albedo,Canopy Albedo,Global field (single level),,,real,land,,"longitude, latitude, time",Emon,mon,mon,,,,,time-intv,area: mean where land time: mean,area: areacella,,land_benchmarking_and_landcover_variables_tier1,Benchmarking and Attributing Changes to Global Carbon and other Biogeochemical Cycles,"fast-track,historical,scenarios","1pctCO2-bgc,1pctCO2-rad,abrupt-0p5CO2,abrupt-2xCO2,abrupt-127k,amip-p4k,amip-piForcing,dcppB-forecast-cmip6,esm-flat10,esm-flat10-cdr,esm-flat10-zec,esm-hist,esm-scen7-h-Aer,esm-scen7-h-AQ,esm-scen7-hc,esm-scen7-lc,esm-scen7-lc-ext,esm-scen7-mc,esm-scen7-mc-ext,esm-scen7-vlho-Aer,esm-scen7-vlho-AQ,esm-scen7-vlhoc,esm-scen7-vlhoc-ext,esm-up2p0,g7-1p5K-sai,hist-aer,hist-GHG,hist-nat,hist-piAer,hist-piAQ,historical,land-hist,piClim-aer,piClim-CH4,piClim-histaer,piClim-histall,piClim-N2O,piClim-NOX,piClim-ODS,piClim-SO2,scen7-hc,scen7-lc,scen7-mc,scen7-mlc,scen7-vlhoc,scen7-vlloc",,120,68400,1,8.208,,GLB,,,,,New,Existing physical parameter,,Provisional - likely accepted,,80ab7445-a698-11ef-914a-613c0433d878
CFday.albisccp,atmos.albisccp.tavg-u-hxy-cl.day.GLB,albisccp_tavg-u-hxy-cl,CFday.albisccp,564,albisccp,1,cloud_albedo,ISCCP Mean Cloud Albedo,time-means are weighted by the ISCCP Total Cloud Fraction - see  https://www.cfmip.org/tools-and-data/cosp ,Global field (single level),,,real,atmos,,"longitude, latitude, time",CFday,day,day,,CFday_2d,,CFday ((isd.003)),time-intv,area: time: mean where cloud,area: areacella,,CFMIP-daily,"""Clouds, circulation and climate sensitivity: baseline"",""Clouds, circulation and climate sensitivity: extension for process-level studies""","deck,fast-track_cfmip,cfmip-additional-nonfasttrack,cfmip_amip_amip4K,cfmip-additional-nonfasttrack","1pctCO2,abrupt-0p5CO2,abrupt-2xCO2,abrupt-4xCO2,amip,amip-m4K,amip-p4k,amip-p4K-SST-rad,amip-p4K-SST-turb,amip-piForcing,esm-hist,esm-piControl,historical,piClim-4xCO2,piClim-anthro,piClim-control,piControl",,3650,68400,1,249.660,,GLB,,,,,CMIP6 CMOR variable,Existing physical parameter,,Accepted,,baa8144c-e5dd-11e5-8482-ac72891c3257
CFmon.albisccp,atmos.albisccp.tavg-u-hxy-cl.mon.GLB,albisccp_tavg-u-hxy-cl,CFmon.albisccp,264,albisccp,1,cloud_albedo,ISCCP Mean Cloud Albedo,time-means weighted by the ISCCP Total Cloud Fraction - see https://www.cfmip.org/tools-and-data/cosp ,Global field (single level),,,real,atmos,,"longitude, latitude, time",CFmon,mon,mon,,CFmon_sim,,CFmon ((isd.003)),time-intv,area: time: mean where cloud,area: areacella,,CFMIP-monthly,"""Clouds, circulation and climate sensitivity: baseline"",""Clouds, circulation and climate sensitivity: extension for process-level studies""","deck,fast-track_cfmip,cfmip-additional-nonfasttrack,cfmip_amip_amip4K,cfmip-additional-nonfasttrack","1pctCO2,abrupt-0p5CO2,abrupt-2xCO2,abrupt-4xCO2,amip,amip-m4K,amip-p4k,amip-p4K-SST-rad,amip-p4K-SST-turb,amip-piForcing,esm-hist,esm-piControl,historical,piClim-4xCO2,piClim-anthro,piClim-control,piControl",,120,68400,1,8.208,,GLB,,,,,CMIP6 CMOR variable,Existing physical parameter,,Accepted,,baa817c6-e5dd-11e5-8482-ac72891c3257
CFmon.albisccpSouth30,atmos.albisccp.tavg-u-hxy-cl.mon.30S-90S,albisccp_tavg-u-hxy-cl,,,albisccp,1,cloud_albedo,ISCCP Mean Cloud Albedo,time-means weighted by the ISCCP Total Cloud Fraction - see https://www.cfmip.org/tools-and-data/cosp ,Global field (single level),,,real,atmos,,"longitude, latitude, time",CFmon,mon,mon,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where cloud CMIP7:area: mean where cloud time: mean,
CHANGE SINCE CMIP6: compound name,",CFmon_sim,,CFmon ((isd.003)),time-intv,area: time: mean where cloud,area: areacella,,SO_BGC-cloud_cloudvars_monthly,Southern Ocean Biogeochemistry to Clouds,"historical,scenarios,fast-track,picontrol,deck","1pctCO2,1pctCO2-bgc,1pctCO2-rad,abrupt-0p5CO2,abrupt-2xCO2,abrupt-4xCO2,abrupt-127k,amip,amip-p4k,amip-piForcing,dcppB-forecast-cmip6,esm-flat10,esm-flat10-cdr,esm-flat10-zec,esm-hist,esm-piControl,esm-scen7-h-Aer,esm-scen7-h-AQ,esm-scen7-hc,esm-scen7-lc,esm-scen7-lc-ext,esm-scen7-mc,esm-scen7-mc-ext,esm-scen7-vlho-Aer,esm-scen7-vlho-AQ,esm-scen7-vlhoc,esm-scen7-vlhoc-ext,esm-up2p0,g7-1p5K-sai,hist-aer,hist-GHG,hist-nat,hist-piAer,hist-piAQ,historical,land-hist,piClim-4xCO2,piClim-aer,piClim-anthro,piClim-CH4,piClim-control,piClim-histaer,piClim-histall,piClim-N2O,piClim-NOX,piClim-ODS,piClim-SO2,piControl,scen7-hc,scen7-lc,scen7-mc,scen7-mlc,scen7-vlhoc,scen7-vlloc",South30,120,68400,1,8.208,,30S-90S,,,,,New,Existing physical parameter,,Accepted,,80ac3163-a698-11ef-914a-613c0433d878
Emon.albsn,land.albsrfc.tavg-u-hxy-sn.mon.GLB,albsrfc_tavg-u-hxy-sn,,,albsn,1,surface_albedo,Snow Albedo,"This is similar to Eday.albsn, but providing monthly averages",Global field (single level),,,real,land,ocean,"longitude, latitude, time",Emon,mon,mon,,,,,time-intv,area: time: mean where snow (mask=snc),"area: areacella,area: areacello",,land_benchmarking_and_landcover_variables_tier1,Benchmarking and Attributing Changes to Global Carbon and other Biogeochemical Cycles,"fast-track,historical,scenarios","1pctCO2-bgc,1pctCO2-rad,abrupt-0p5CO2,abrupt-2xCO2,abrupt-127k,amip-p4k,amip-piForcing,dcppB-forecast-cmip6,esm-flat10,esm-flat10-cdr,esm-flat10-zec,esm-hist,esm-scen7-h-Aer,esm-scen7-h-AQ,esm-scen7-hc,esm-scen7-lc,esm-scen7-lc-ext,esm-scen7-mc,esm-scen7-mc-ext,esm-scen7-vlho-Aer,esm-scen7-vlho-AQ,esm-scen7-vlhoc,esm-scen7-vlhoc-ext,esm-up2p0,g7-1p5K-sai,hist-aer,hist-GHG,hist-nat,hist-piAer,hist-piAQ,historical,land-hist,piClim-aer,piClim-CH4,piClim-histaer,piClim-histall,piClim-N2O,piClim-NOX,piClim-ODS,piClim-SO2,scen7-hc,scen7-lc,scen7-mc,scen7-mlc,scen7-vlhoc,scen7-vlloc",,120,68400,1,8.208,,GLB,,,,,New,Existing physical parameter,,Accepted,,83bbfba3-7f07-11ef-9308-b1dd71e64bec
Emon.albsrfc,atmos.albsrfc.tavg-u-hxy-u.mon.GLB,albsrfc_tavg-u-hxy-u,,,albsrfc,1,surface_albedo,Monthly Albedo of the Surface,"surface albedo at grid cell level (i.e. the albedo averaged over all potential subgrid-scale structures) over all wave-bands; this shall apply to all realms (land, ocean, sea ice, land ice)",Global field (single level),,,real,atmos,"land,landIce,seaIce,ocean","longitude, latitude, time",Emon,mon,mon,"There is a variable AERmon.albsrfc, but I am not sure whether the definition applies to the description above; furthermore, the variable would also be of relevance outside of the AER focus, hence we may consider whether it should go into another category as well (I had Emon in mind.); Whether this variable should be provided at atmosphere/land or ocean grid, and the respective grid cell metrics, must be discussed.",,,,time-intv,area: time: mean,"area: areacella,area: areacello",,land_benchmarking_and_landcover_variables_tier1,Benchmarking and Attributing Changes to Global Carbon and other Biogeochemical Cycles,"fast-track,historical,scenarios","1pctCO2-bgc,1pctCO2-rad,abrupt-0p5CO2,abrupt-2xCO2,abrupt-127k,amip-p4k,amip-piForcing,dcppB-forecast-cmip6,esm-flat10,esm-flat10-cdr,esm-flat10-zec,esm-hist,esm-scen7-h-Aer,esm-scen7-h-AQ,esm-scen7-hc,esm-scen7-lc,esm-scen7-lc-ext,esm-scen7-mc,esm-scen7-mc-ext,esm-scen7-vlho-Aer,esm-scen7-vlho-AQ,esm-scen7-vlhoc,esm-scen7-vlhoc-ext,esm-up2p0,g7-1p5K-sai,hist-aer,hist-GHG,hist-nat,hist-piAer,hist-piAQ,historical,land-hist,piClim-aer,piClim-CH4,piClim-histaer,piClim-histall,piClim-N2O,piClim-NOX,piClim-ODS,piClim-SO2,scen7-hc,scen7-lc,scen7-mc,scen7-mlc,scen7-vlhoc,scen7-vlloc",,120,68400,1,8.208,,GLB,,,,,New,New,,Accepted,,83bbfba1-7f07-11ef-9308-b1dd71e64bec
AERmon.aoanh,aerosol.aoanh.tavg-al-hxy-u.mon.NH,aoanh_tavg-al-hxy-u,AERmon.aoanh,1146,aoanh,yr,tracer_lifetime,Northern Hemisphere Tracer Lifetime,"Fixed surface layer mixing ratio over 30o-50oN (0 ppbv), uniform fixed source (at all levels) everywhere else (source is unspecified but must be constant in space and time and documented). Note that the source could be 1yr/yr, so the tracer concentration provides mean age in years. For method using linearly increasing tracer include a method attribute: ""linearly increasing tracer""For method using uniform source (1yr/yr) include a method attribute: ""uniform source""",Global field on model atmosphere levels,,,real,aerosol,,"longitude, latitude, alevel, time",AERmon,mon,mon,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean CMIP7:area: time: mean (weighted by tracer mass),",AERmon-3d,,AERmon ((isd.003)),time-intv,area: time: mean (weighted by tracer mass),area: areacella,,aerchemmip_3d_monthly,Understanding the role of atmospheric composition for air quality and climate change,"aerchemmip,deck,fast-track,historical,scenarios","1pctCO2,1pctCO2-bgc,1pctCO2-rad,abrupt-0p5CO2,abrupt-2xCO2,abrupt-4xCO2,abrupt-127k,amip,amip-p4k,amip-piForcing,dcppB-forecast-cmip6,esm-flat10,esm-flat10-cdr,esm-flat10-zec,esm-hist,esm-piControl,esm-scen7-h-Aer,esm-scen7-h-AQ,esm-scen7-hc,esm-scen7-lc,esm-scen7-lc-ext,esm-scen7-mc,esm-scen7-mc-ext,esm-scen7-vlho-Aer,esm-scen7-vlho-AQ,esm-scen7-vlhoc,esm-scen7-vlhoc-ext,esm-up2p0,g7-1p5K-sai,hist-aer,hist-GHG,hist-nat,hist-piAer,hist-piAQ,historical,land-hist,piClim-4xCO2,piClim-aer,piClim-anthro,piClim-CH4,piClim-control,piClim-histaer,piClim-histall,piClim-N2O,piClim-NOX,piClim-ODS,piClim-SO2,piControl,scen7-hc,scen7-lc,scen7-mc,scen7-mlc,scen7-vlhoc,scen7-vlloc",,120,68400,60,492.480,,NH,,,,,CMIP6 CMOR variable,Existing physical parameter,,Accepted,checked,3a0a3d38-9c3a-11e6-8d5d-ac72891c3257
Amon.aod550volso4,atmos.aod550volso4.tavg-u-hxy-u.mon.GLB,aod550volso4_tavg-u-hxy-u,,,aod550volso4,1E-09,stratosphere_optical_thickness_due_to_volcanic_ambient_aerosol_particles,Monthly Aerosol Optical Depth at 550nm Due to Stratospheric Volcanic Aerosols,This is the monthly averaged aerosol optical thickness at 550 nm due to stratospheric volcanic sulphate aerosols,Global field (single level),,lambda550nm,real,atmos,,"longitude, latitude, time, lambda550nm",Amon,mon,mon,,,,,time-intv,area: time: mean,area: areacella,,DAMIP_monthly,Detection and Attribution,damip_experiment_group,"1pctCO2,1pctCO2-bgc,1pctCO2-rad,abrupt-4xCO2,amip,amip-p4k,amip-piForcing,dcppB-forecast-cmip6,esm-hist,esm-piControl,hist-aer,hist-GHG,hist-nat,hist-piAer,hist-piAQ,historical,piClim-anthro,piControl",,120,68400,1,8.208,,GLB,radiation_wavelength,,,,New,Existing physical parameter,,Accepted,,83bbfbe2-7f07-11ef-9308-b1dd71e64bec
Omon.arag,ocnBgchem.arag.tavg-ol-hxy-sea.mon.GLB,arag_tavg-ol-hxy-sea,Omon.arag,839,arag,mol m-3,mole_concentration_of_aragonite_expressed_as_carbon_in_sea_water,Aragonite Concentration,"sum of particulate aragonite components (e.g. Phytoplankton, Detrital, etc.)",Global ocean field on model levels,,,real,ocnBgchem,,"longitude, latitude, olevel, time",Omon,mon,mon,"Concentrations of all 3D tracers in the uppermost ocean layer. See first table in Oyr for a complete list of these tracers.  ""Tracer""  concentations should be reported even if they are diagnosed rather than prognostically calculated.",Omon_oth,,Omon ((isd.003)),time-intv,area: mean where sea time: mean,area: areacello volume: volcello,,ocean_acidification_oxygen_extremes,Ocean Extremes,"deck,historical,dcpp,scenarios,fast-track,scenarios_extensions","1pctCO2,1pctCO2-bgc,1pctCO2-rad,abrupt-0p5CO2,abrupt-2xCO2,abrupt-4xCO2,abrupt-127k,amip,amip-p4k,amip-piForcing,dcppB-forecast-cmip6,esm-flat10,esm-flat10-cdr,esm-flat10-zec,esm-hist,esm-piControl,esm-scen7-h-Aer,esm-scen7-h-AQ,esm-scen7-hc,esm-scen7-hc-ext,esm-scen7-hc-ext-os,esm-scen7-lc,esm-scen7-lc-ext,esm-scen7-mc,esm-scen7-mc-ext,esm-scen7-mlc,esm-scen7-mlc-ext,esm-scen7-vlho-Aer,esm-scen7-vlho-AQ,esm-scen7-vlhoc,esm-scen7-vlhoc-ext,esm-scen7-vlloc,esm-scen7-vlloc-ext,esm-up2p0,g7-1p5K-sai,hist-aer,hist-GHG,hist-nat,hist-piAer,hist-piAQ,historical,land-hist,piClim-4xCO2,piClim-aer,piClim-anthro,piClim-CH4,piClim-control,piClim-histaer,piClim-histall,piClim-N2O,piClim-NOX,piClim-ODS,piClim-SO2,piControl,scen7-hc,scen7-hc-ext,scen7-hc-ext-os,scen7-lc,scen7-lc-ext,scen7-mc,scen7-mc-ext,scen7-mlc,scen7-mlc-ext,scen7-vlhoc,scen7-vlhoc-ext,scen7-vlloc,scen7-vlloc-ext",,120,68400,50,410.400,,GLB,,,,,CMIP6 CMOR variable,Existing physical parameter,,Accepted,,ba9f686a-e5dd-11e5-8482-ac72891c3257
Omon.aragos,ocnBgchem.arag.tavg-d0m-hxy-sea.mon.GLB,arag_tavg-d0m-hxy-sea,Omon.aragos,1348,aragos,mol m-3,mole_concentration_of_aragonite_expressed_as_carbon_in_sea_water,Surface Aragonite Concentration,"sum of particulate aragonite components (e.g. Phytoplankton, Detrital, etc.)",Global field (single level),,,real,ocnBgchem,,"longitude, latitude, time",Omon,mon,mon,,Omon_oth,,Omon ((isd.003)),time-intv,area: mean where sea time: mean,area: areacello,,ocean_acidification_oxygen_extremes,Ocean Extremes,"deck,historical,dcpp,scenarios,fast-track,scenarios_extensions","1pctCO2,1pctCO2-bgc,1pctCO2-rad,abrupt-0p5CO2,abrupt-2xCO2,abrupt-4xCO2,abrupt-127k,amip,amip-p4k,amip-piForcing,dcppB-forecast-cmip6,esm-flat10,esm-flat10-cdr,esm-flat10-zec,esm-hist,esm-piControl,esm-scen7-h-Aer,esm-scen7-h-AQ,esm-scen7-hc,esm-scen7-hc-ext,esm-scen7-hc-ext-os,esm-scen7-lc,esm-scen7-lc-ext,esm-scen7-mc,esm-scen7-mc-ext,esm-scen7-mlc,esm-scen7-mlc-ext,esm-scen7-vlho-Aer,esm-scen7-vlho-AQ,esm-scen7-vlhoc,esm-scen7-vlhoc-ext,esm-scen7-vlloc,esm-scen7-vlloc-ext,esm-up2p0,g7-1p5K-sai,hist-aer,hist-GHG,hist-nat,hist-piAer,hist-piAQ,historical,land-hist,piClim-4xCO2,piClim-aer,piClim-anthro,piClim-CH4,piClim-control,piClim-histaer,piClim-histall,piClim-N2O,piClim-NOX,piClim-ODS,piClim-SO2,piControl,scen7-hc,scen7-hc-ext,scen7-hc-ext-os,scen7-lc,scen7-lc-ext,scen7-mc,scen7-mc-ext,scen7-mlc,scen7-mlc-ext,scen7-vlhoc,scen7-vlhoc-ext,scen7-vlloc,scen7-vlloc-ext",,120,68400,1,8.208,,GLB,,,,,CMIP6 CMOR variable,Existing physical parameter,,Provisional - likely accepted,,c9181982-c5e8-11e6-84e6-5404a60d96b5
fx.areacella,atmos.areacell.ti-u-hxy-u.fx.GLB,areacell_ti-u-hxy-u,fx.areacella,76,areacella,m2,cell_area,Grid-Cell Area for Atmospheric Grid Variables,"Cell areas for any grid used to report atmospheric variables and any other variable using that grid (e.g., soil moisture content). These cell areas should be defined to enable exact calculation of global integrals (e.g., of vertical fluxes of energy at the surface and top of the atmosphere).",Global field (single level),,,real,atmos,land,"longitude, latitude",fx,fx,fx,"For atmospheres with more than 1 mesh (e.g., staggered grids), report areas that apply to surface vertical fluxes of energy.",,,fx ((isd.003)),None,area: sum,,fx.areacella,"baseline_fixed,aerchemmip_fixed,paleo_fx,ref_ocean_and_seaice,CFMIP-aux","""Assessments for Hydrological Processes, Water Resources, and Freshwater Systems"",Baseline Climate Variables for Earth System Modelling,Earth's Energy Budget,Effects and Feedbacks of Wind-Driven Ocean Surface Waves Coupled Within Earth System Models,""Glacier changes, drivers, and impacts"",""Ice sheet mass loss, contributions to sea level rise and freshwater flux input to the climate system"",""Ocean Changes, Drivers and Impacts"",Understanding the role of atmospheric composition for air quality and climate change,""Paleoclimate Research at the Interface between Past, Present, and Future"",Rapid Evaluation Framework,""Clouds, circulation and climate sensitivity: baseline"",""Clouds, circulation and climate sensitivity: extension for process-level studies""","scenarios,historical,dcpp,picontrol,lmip,highresmip2-ia,deck,fast-track,scenarios,historical,all-non-fasttrack,scenarios,historical,picontrol,deck_idealized_co2_experiments,deck,scenarios,historical,fast-track,scenarios_extensions,historical,scenarios,picontrol,scenarios,historical,picontrol,ismip7-scenario-extensions,deck,fast-track,scenarios,historical,scenarios_extensions,aerchemmip,deck,fast-track,historical,scenarios,scenarios,pmip,historical,picontrol,scenarios_extensions,fast-track,deck,deck,fast-track_cfmip,cfmip-additional-nonfasttrack,cfmip_amip_amip4K,cfmip-additional-nonfasttrack","1pctCO2,1pctCO2-bgc,1pctCO2-rad,abrupt-0p5CO2,abrupt-2xCO2,abrupt-4xCO2,abrupt-127k,amip,amip-irr,amip-m4K,amip-noirr,amip-p4k,amip-p4K-SST-rad,amip-p4K-SST-turb,amip-piForcing,dcppA-assim,dcppA-hindcast,dcppB-forecast,dcppB-forecast-cmip6,esm-flat10,esm-flat10-cdr,esm-flat10-zec,esm-hist,esm-piControl,esm-s7h-noFireChange,esm-scen7-h-Aer,esm-scen7-h-AQ,esm-scen7-hc,esm-scen7-hc-ext,esm-scen7-hc-ext-os,esm-scen7-lc,esm-scen7-lc-ext,esm-scen7-mc,esm-scen7-mc-ext,esm-scen7-mlc,esm-scen7-mlc-ext,esm-scen7-vlho-Aer,esm-scen7-vlho-AQ,esm-scen7-vlhoc,esm-scen7-vlhoc-ext,esm-scen7-vlloc,esm-scen7-vlloc-ext,esm-up2p0,esm-up2p0-gwl1p5,esm-up2p0-gwl2p0,esm-up2p0-gwl2p0-50y-dn2p0,esm-up2p0-gwl3p0,esm-up2p0-gwl4p0,esm-up2p0-gwl4p0-50y-dn2p0,esm-up2p0-gwl4p0-50y-dn2p0-gwl2p0,esm-up2p0-gwl5p0,g7-1p5K-sai,highres-future-xxx,highresSST-pxxkpat,hist-1950,hist-aer,hist-GHG,hist-irr,hist-nat,hist-noFire,hist-noirr,hist-piAer,hist-piAQ,historical,land-hist,piClim-4xCO2,piClim-aer,piClim-anthro,piClim-CH4,piClim-control,piClim-histaer,piClim-histall,piClim-N2O,piClim-NOX,piClim-ODS,piClim-SO2,piControl,scen7-hc,scen7-hc-ext,scen7-hc-ext-os,scen7-lc,scen7-lc-ext,scen7-mc,scen7-mc-ext,scen7-mlc,scen7-mlc-ext,scen7-vlhoc,scen7-vlhoc-ext,scen7-vlloc,scen7-vlloc-ext",,1,68400,1,0.068,,GLB,,,,,CMIP6 CMOR variable,Existing physical parameter,,Accepted,,baa83a12-e5dd-11e5-8482-ac72891c3257
IfxAnt.areacellg,land.areacell.ti-u-hxy-u.fx.ATA,areacell_ti-u-hxy-u,IfxAnt.areacellg,9999,areacellg,m2,cell_area,Grid-Cell Area for Ice Sheet Variables,"Cell areas any grid used to report ice sheet variables. These cell areas should be defined to enable exact calculation of area integrals (e.g., of vertical fluxes of energy at the surface and top of the atmosphere)",Global field (single level),,,real,land,,"longitude, latitude",IfxAnt,fx,fx,,,,ISMIP6 [IfxAnt],None,area: sum,,,landice_antarctica_allfreq,"""Ice sheet mass loss, contributions to sea level rise and freshwater flux input to the climate system""","scenarios,historical,picontrol,ismip7-scenario-extensions","esm-hist,esm-piControl,esm-scen7-hc,esm-scen7-hc-ext,esm-scen7-hc-ext-os,esm-scen7-lc,esm-scen7-mc-ext,esm-scen7-mlc,esm-scen7-mlc-ext,esm-scen7-vlho-Aer,esm-scen7-vlhoc-ext,esm-scen7-vlloc,esm-scen7-vlloc-ext,esm-up2p0,historical,piControl,scen7-hc,scen7-hc-ext,scen7-hc-ext-os,scen7-lc,scen7-mc,scen7-mc-ext,scen7-mlc,scen7-mlc-ext,scen7-vlhoc,scen7-vlloc,scen7-vlloc-ext",,1,68400,1,0.068,,ATA,,,,,CMIP6 CMOR variable,Existing physical parameter,,Accepted,,d5b3804a-c78d-11e6-9b25-5404a60d96b5
IfxGre.areacellg,land.areacell.ti-u-hxy-u.fx.GRL,areacell_ti-u-hxy-u,IfxGre.areacellg,9999,areacellg,m2,cell_area,Grid-Cell Area for Ice Sheet Variables,"Cell areas any grid used to report ice sheet variables. These cell areas should be defined to enable exact calculation of area integrals (e.g., of vertical fluxes of energy at the surface and top of the atmosphere)",Global field (single level),,,real,land,,"longitude, latitude",IfxGre,fx,fx,,,,ISMIP6 [IfxGre],None,area: sum,,,landice_greenland_allfreq,"""Ice sheet mass loss, contributions to sea level rise and freshwater flux input to the climate system""","scenarios,historical,picontrol,ismip7-scenario-extensions","esm-hist,esm-piControl,esm-scen7-hc,esm-scen7-hc-ext,esm-scen7-hc-ext-os,esm-scen7-lc,esm-scen7-mc-ext,esm-scen7-mlc,esm-scen7-mlc-ext,esm-scen7-vlho-Aer,esm-scen7-vlhoc-ext,esm-scen7-vlloc,esm-scen7-vlloc-ext,esm-up2p0,historical,piControl,scen7-hc,scen7-hc-ext,scen7-hc-ext-os,scen7-lc,scen7-mc,scen7-mc-ext,scen7-mlc,scen7-mlc-ext,scen7-vlhoc,scen7-vlloc,scen7-vlloc-ext",,1,68400,1,0.068,,GRL,,,,,CMIP6 CMOR variable,Existing physical parameter,,Accepted,,d5b36dbc-c78d-11e6-9b25-5404a60d96b5
